toxic_sentence	neutral_sentence	lang
Und da ich kein kleines Mädchen bin, so wie Du offenbar, kann ich eine solche Meinung ab.	Und da ich nicht so sensibel bin, so wie Du offenbar, kann ich eine solche Meinung ab.	de
Ralle du alter Mülleimer lebst ja immer noch...dachte das zeitliche hat dich gesegnet.... Bist halt eine zähe Unkrautwurzel	Ralle du lebst ja immer noch...dachte das zeitliche hat dich gesegnet.... Bist halt eine zähe Persönlichkeit	de
"Mir reicht, dass ich diesen Feigling aus Rostock 1989/90 kenne. Er wurde ins ""Licht"" geschoben, dieser Gauckler 😜"	"Mir reicht, dass ich diesen Mensch aus Rostock 1989/90 kenne. Er wurde ins ""Licht"" geschoben, dieser Gauck 😜"	de
Ich möchte ihn mal..für ne kurze Zeit....aber dieser Bayer ist wirklich ein Waschlappen	Ich möchte ihn mal..für ne kurze Zeit....aber dieser Bayer ist wirklich eher passiv	de
In Kindergärten neben den Kindern? wäre ja noch schöner. Zittern soll dieses Asylantenpack in Zelten abseits der Zivilisation	In Kindergärten neben den Kindern? wäre ja noch schöner.	de
Solange bei Politikern der Dünnschiss aus der Fresse kommt, wird sich nichts ändern. Es stinkt weiter !!!	Solange die Politiker Quatsch erzählen, wird sich nichts ändern.	de
Ich kann diese scheisse mit diesen drecksmigranten einfach nicht mehr ertragen....wenn ich nur schon kanacken sehen wird gruselig....verfluchte Scheisser ..!	Ich kann das mit diesen migranten einfach nicht mehr ertragen....wenn ich nur schon welche sehe wird gruselig....	de
Merkels Dumm -Deutschen kann man alles erzählen!!	Merkels Deutschen kann man alles erzählen!!	de
Nazi Lügenpresse und Merkel Vasallen hetzen weiter gegen Trump!!	Presse und Merkel Unterstützer hetzen weiter gegen Trump!!	de
Verhaftungen von Vergewaltigern als Erfolg zu verkaufen ist das Aufmerksamkeitswinseln einer armseligen Behörde. #Polizei #Köln #Rapefugees	Verhaftungen von Vergewaltigern als Erfolg zu verkaufen ist das Aufmerksamkeitswinseln einer armseligen Behörde. #Polizei #Köln	de
Warum muss ein AFD Vogel dabei sein?	Warum muss einer von der AFD dabei sein?	de
Abgefuckte Hühnerscheisse. Aber klar, dass jemand aus der Scheinheiligsten Partei Deutschlands so denkt. SPD - SCHMAROTZER, PÄDOPHILE und DENUNZIANTEN.. Wer hat uns verraten....	Aber klar, dass jemand aus dieser Partei so denkt. SPD.. Wer hat uns verraten....	de
